[0] Time Stamp,Level,ProviderGuid,EventId,Pid,Tid,ActivityId,LogId,Tag,Msg,SchemaID
2026-03-26T13:45:27.1196592Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwHeartbeatTracker","MainLoop","Writing ETW heartbeat - periodic processing indicator. IterationConstant: 12, PreviousHeartbeatSentUtc: 2026-03-26T13:45:22.101, LastHeartbeatReceivedUtc: 2026-03-26T13:45:24.166, CyclesSinceLastHeartbeat: 0", [0]
2026-03-26T13:45:53.9721527Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Diagnostic heartbeat emitted. CurrentRawDataQueueSize: 0, UptimeSec: 2912, EtwEventsDropped: 0, EtwEventsLost: 0, AggregatedMetricsDropped: 0, IsNearingEtwQueueLimit: 0, IsNearingAggregationQueueLimit: 0, IsShuttingDown: false", [0]
2026-03-26T13:46:00.0201592Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","EventsProcessedLastPeriod: 0", [0]
2026-03-26T13:46:00.0202102Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwRawMdmEventsSource","NativeMetricsExtension_Provider","Attempting to enumerate all active ETW sessions for provider. ProviderId: ""{EDC24920-E004-40F6-A8E1-0E6E48F39D84}"", Shutdown: false", [0]
2026-03-26T13:46:00.0202400Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwRawMdmEventsSource","NativeMetricsExtension_Provider","The requested provider Id is enabled in the following session(s). EnableCount: 1", [0]
2026-03-26T13:46:00.0203313Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwRawMdmEventsSource","NativeMetricsExtension_Provider","Session details. SessionName: ""NativeMetricsExtension_Provider"", IsIndependentSessionMode: true, LogFileModeFlags: 142606592, BufferSizeKb: 1024, MinBuffers: 8, MaxBuffers: 64, CurrentBuffers: 8, BuffersFree: 8, BuffersWritten: 583, BuffersLost: 0, EventsLost: 0", [0]
2026-03-26T13:46:00.0203503Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MonitoringAccountManagersCollection","MainLoop","Input data collected. EventsLostLastPeriod: 0, EventsDroppedLastPeriod: 0", [0]
2026-03-26T13:46:00.0203866Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Interning cache state. NextClearTimeUtc: 2026-03-26T13:47:23.274, VolatileCurrentSize: 1, VolatileCurrentSizeInBytes: 120, VolatileSecondarySize: 0, VolatileSecondarySizeInBytes: 0, StaticCacheSize: 46, StaticCacheSizeInBytes: 5712", [0]
2026-03-26T13:46:00.0204548Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Job object info. Job object analysed: ""Job object of ME"", Info: "" TotalUserTime: 62500, TotalKernelTime: 234375, ThisPeriodTotalUserTime: 62500, ThisPeriodTotalKernelTime: 234375, TotalProcesses: 2, ActiveProcesses: 2, PeakProcessMemoryUsed:16949248, PeakJobMemoryUsed: 23597056, RateControlEnabled: 1""", [0]
2026-03-26T13:46:23.9873509Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Diagnostic heartbeat emitted. CurrentRawDataQueueSize: 0, UptimeSec: 2942, EtwEventsDropped: 0, EtwEventsLost: 0, AggregatedMetricsDropped: 0, IsNearingEtwQueueLimit: 0, IsNearingAggregationQueueLimit: 0, IsShuttingDown: false", [0]
2026-03-26T13:46:27.2069571Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwHeartbeatTracker","MainLoop","Writing ETW heartbeat - periodic processing indicator. IterationConstant: 12, PreviousHeartbeatSentUtc: 2026-03-26T13:46:22.190, LastHeartbeatReceivedUtc: 2026-03-26T13:46:24.237, CyclesSinceLastHeartbeat: 0", [0]
2026-03-26T13:46:53.9901250Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Diagnostic heartbeat emitted. CurrentRawDataQueueSize: 0, UptimeSec: 2972, EtwEventsDropped: 0, EtwEventsLost: 0, AggregatedMetricsDropped: 0, IsNearingEtwQueueLimit: 0, IsNearingAggregationQueueLimit: 0, IsShuttingDown: false", [0]
2026-03-26T13:47:00.0292561Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","EventsProcessedLastPeriod: 0", [0]
2026-03-26T13:47:00.0293071Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwRawMdmEventsSource","NativeMetricsExtension_Provider","Attempting to enumerate all active ETW sessions for provider. ProviderId: ""{EDC24920-E004-40F6-A8E1-0E6E48F39D84}"", Shutdown: false", [0]
2026-03-26T13:47:00.0293344Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwRawMdmEventsSource","NativeMetricsExtension_Provider","The requested provider Id is enabled in the following session(s). EnableCount: 1", [0]
2026-03-26T13:47:00.0294314Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EtwRawMdmEventsSource","NativeMetricsExtension_Provider","Session details. SessionName: ""NativeMetricsExtension_Provider"", IsIndependentSessionMode: true, LogFileModeFlags: 142606592, BufferSizeKb: 1024, MinBuffers: 8, MaxBuffers: 64, CurrentBuffers: 8, BuffersFree: 8, BuffersWritten: 595, BuffersLost: 0, EventsLost: 0", [0]
2026-03-26T13:47:00.0295590Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MonitoringAccountManagersCollection","MainLoop","Input data collected. EventsLostLastPeriod: 0, EventsDroppedLastPeriod: 0", [0]
2026-03-26T13:47:00.0296036Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Interning cache state. NextClearTimeUtc: 2026-03-26T13:47:23.274, VolatileCurrentSize: 1, VolatileCurrentSizeInBytes: 120, VolatileSecondarySize: 0, VolatileSecondarySizeInBytes: 0, StaticCacheSize: 46, StaticCacheSizeInBytes: 5712", [0]
2026-03-26T13:47:00.0296685Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","MetricsExtensionService","MainLoop","Job object info. Job object analysed: ""Job object of ME"", Info: "" TotalUserTime: 62500, TotalKernelTime: 234375, ThisPeriodTotalUserTime: 62500, ThisPeriodTotalKernelTime: 234375, TotalProcesses: 2, ActiveProcesses: 2, PeakProcessMemoryUsed:16949248, PeakJobMemoryUsed: 23597056, RateControlEnabled: 1""", [0]
2026-03-26T13:47:21.0363810Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,2036,"00000000-0000-0000-0000-000000000000","EndPointResolver","EndPointResolver","Successfully saved DNS cache to the disk. FilePath: ""C:\Windows\TEMP\MetricsExtensionData\EndPointResolver.cache"", NextUpdateTimeUtc: ""2026-03-26T13:52:21.035""", [0]
2026-03-26T13:47:21.3795388Z,4,"501ed43d-2913-11f1-8b3b-002248784a84",64005,964,5928,"00000000-0000-0000-0000-000000000000","Watchdog","WatchdogThread","Everything is fine, sleeping", [0]
